Brand,Name,Socket,Size,RAM Slot,NVME Slot,Wifi,Price,URL,Timestamp,Note
ASUS,ROG Strix B760-A Gaming,LGA1700,ATX,,,1.0,1199.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-b760-a-gaming-wifi-lga1700-atx-motherboard?_pos=62&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix B760-F Gaming,LGA1700,ATX,,,1.0,1399.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-b760-f-gaming-wifi-lga1700-atx-motherboard?_pos=63&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix X670E-I Gaming,AM5,ITX,,,1.0,2399.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-x670e-i-gaming-wifi-am5-itx-motherboard?_pos=64&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix X870E-E Gaming,AM5,ATX,,,1.0,2870.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-x870e-e-gaming-wifi-am5-atx-motherboard?_pos=67&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z690-I Gaming,LGA1700,Mini-ITX,,,1.0,949.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z690-i-gaming-wifi-lga1700-mini-itx-motherboard?_pos=68&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z790-A Gaming  II,LGA1700,ATX,,,1.0,1999.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z790-a-gaming-wifi-ii-lga1700-atx-motherboard?_pos=69&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z790-F Gaming  II,LGA1700,ATX,,,1.0,1999.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z790-f-gaming-wifi-ii-lga1700-atx-motherboard?_pos=70&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z790-I Gaming,LGA1700,Mini-ITX,,,1.0,2499.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z790-i-gaming-wifi-lga1700-mini-itx-motherboard?_pos=71&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z890-A Gaming,LGA1851,ATX,,,1.0,2200.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z890-a-gaming-wifi-lga1851-atx-motherboard?_pos=72&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix Z890-E Gaming,LGA1851,ATX,,,1.0,3250.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z890-e-gaming-wifi-lga1851-atx-motherboard?_pos=73&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,ROG Strix Z890-F Gaming,LGA1851,ATX,,,1.0,2250.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z890-f-gaming-wifi-lga1851-atx-motherboard?_pos=74&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,ROG Strix Z890-I Gaming,LGA1851,ITX,,,1.0,2400.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-z890-i-gaming-wifi-lga1851-itx-motherboard?_pos=75&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF GAMING B550M-PLUS  II,AM4,Micro-ATX,,,1.0,679.0,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b550m-plus-wifi-ii-am4-micro-atx-motherboard?_pos=76&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF GAMING X870-PLUS,AM5,ATX,,,1.0,2010.0,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-x870-plus-wifi-am5-atx-motherboard?_pos=80&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming B550-Plus,nan,,,,,699.0,https://czone.my/czone/asus-tuf-gaming-b550-plus-motherboard.html,2025-03-19 14:21:27,
ASUS,TUF Gaming B650-PLUS,nan,,,,1.0,1369.0,https://czone.my/czone/tuf gaming b650-plus wifi-1739107080.html,2025-03-19 14:21:24,DDR5
ASUS,TUF Gaming B650M-PLUS,AM5,Micro-ATX,,,1.0,1299.0,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b650m-plus-wifi-am5-micro-atx-motherboard?_pos=77&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming B760M-BTF,LGA1700,Micro-ATX,,,1.0,1099.0,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b760m-btf-wifi-lga1700-micro-atx-motherboard?_pos=78&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming B760M-PLUS  II,LGA1700,Micro-ATX,,,1.0,999.0,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-b760m-plus-wifi-ii-lga1700-micro-atx-motherboard?_pos=79&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
ASUS,TUF Gaming Z890-Pro,LGA1851,ATX,,,1.0,1750.0,https://brightstarcomp.com/collections/pc-components/products/asus-tuf-gaming-z890-pro-wifi-lga1851-atx-motherboard?_pos=81&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
Asus,PRIME B660M-A D4,LGA1700,Mini ITX,2.0,1.0,0.0,375.0,,,
Asus,PRIME Z690-P WiFi D4,LGA1700,ATX,4.0,2.0,1.0,1300.0,,,
Asus,Prime A520M-K,AM4,Micro ATX,2.0,1.0,0.0,240.0,,,
Asus,Prime B550M-K,AM4,Micro ATX,4.0,2.0,0.0,411.0,,,
Asus,Prime H610M-K,LGA1700,Micro ATX,2.0,1.0,0.0,299.0,,,
Asus,TUF GAMING X570-PLUS,LGA1200,ATX,4.0,2.0,0.0,953.0,,,
Asus,TUF Gaming B550-PLUS WiFi II,AM4,ATX,4.0,2.0,1.0,570.0,,,
Asus,TUF Gaming B760M-PLUS WiFi D4,LGA1700,Micro ATX,4.0,2.0,1.0,600.0,,,
Asus,TUF Gaming H570-PRO WiFi,LGA1200,ATX,4.0,2.0,1.0,963.0,,,
Colorful,BATTLE-AX H610M-E  V20,LGA1700,Micro-ATX,,,1.0,359.0,https://brightstarcomp.com/collections/pc-components/products/colorful-battle-ax-h610m-e-wifi-v20-lga1700-micro-atx-motherboard?_pos=82&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
Colorful,COLORFIRE B760M-MEOW  D5 Orange,LGA1700,Micro-ATX,,,1.0,849.0,https://brightstarcomp.com/collections/pc-components/products/colorful-colorfire-b760m-meow-wifi-d5-orange-lga1700-micro-atx-motherboard?_pos=83&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
Colorful,CVN B550M Gaming Frozen V15,AM4,Micro-ATX,,,,459.0,https://brightstarcomp.com/collections/pc-components/products/colorful-cvn-b550m-gaming-frozen-v15-am4-micro-atx-motherboard?_pos=84&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
Colorful,CVN B760I FROZEN  D5 V20,nan,,,,1.0,679.0,https://czone.my/czone/cvn b760i frozen wifi d5 v20-1740037508.html,2025-03-19 14:21:21,DDR5
Colorful,CVN B760M Gaming Frozen  V20,LGA1700,Micro-ATX,,,1.0,719.0,https://brightstarcomp.com/collections/pc-components/products/colorful-cvn-b760m-gaming-frozen-wifi-v20-lga1700-micro-atx-motherboard?_pos=85&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
Colorful,H610I SMART  V20,LGA1700,Mini-ITX,,,1.0,459.0,https://brightstarcomp.com/collections/pc-components/products/colorful-h610i-smart-wifi-v20-lga1700-mini-itx-motherboard?_pos=86&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
Colorful,H610MI Smart  V20,nan,,,,1.0,459.0,https://czone.my/czone/colorful h610i smart wifi v20-1740037507.html,2025-03-19 14:21:21,DDR4
GIGABYTE,A520M K V2,AM4,Micro-ATX,,,,259.0,https://brightstarcomp.com/collections/pc-components/products/gigabyte-a520m-k-v2-am4-micro-atx-motherboard?_pos=87&_fid=5b876dc96&_ss=c,2025-03-18 22:07:30,
